name,price_level,rating,city
Chateau du Sureau,-1,4.7,Oakhurst
June Bug Café,-1,4.4,Midpines
Buckhorn Saloon & Restaurant,1,4.6,North Fork
Pizza Factory,2,4.4,North Fork
Katie's Kountry Kitchen,2,3.6,Oakhurst
The Cool Bean Cafe,-1,4.8,Oakhurst
The Forks Resort,-1,4.5,Bass Lake
Taco Bell,1,3.5,Oakhurst
Sugar pine cafe,1,4.2,Mariposa
River Restaurant & Lounge,-1,2.9,El Portal
Di Cicco's Italian Restaurant,2,4.3,Oakhurst
Happy Burger Diner,1,4.3,Mariposa
El Cid Mexican Cuisine,2,4.1,Oakhurst
Buckmeadows Restaurant,2,3.6,Groveland
Savoury's Restaurant,2,4.5,Mariposa
South Gate Brewing Company,-1,4.4,Oakhurst
Miner's Inn Restaurant/Lounge,2,4,Mariposa
Charles Street Dinner House,2,4.7,Mariposa
High Country Health Foods,1,4.7,Mariposa
Round Table Pizza,2,4.3,Oakhurst
Me n ed's Pizzeria,2,4.2,Oakhurst
Yosemite Grill,-1,5,Coarsegold
Yosemite Catering,-1,-1,Oakhurst
Pines Village Bakery-Pizzeria,-1,4.8,Bass Lake
Gold Mine Pizza,-1,3.9,Coarsegold
Jack in the Box,1,4,Oakhurst
Burger King,1,3.1,Mariposa
Castillo's Mexican Restaurant,2,4.3,Mariposa
Time For Tea,-1,4.1,Oakhurst
Denny's,1,2.8,Oakhurst
Gold Coin Bar & Tavern,-1,4.1,Mariposa
Taste of China Restaurant,2,3.6,Oakhurst
Casa Velasco Mexican Restaurant,-1,4.6,Bass Lake
Mariscos Colima,-1,4,Oakhurst
Mc Donald's,1,3.3,Oakhurst
Airport Bar & Grill,1,4.8,Mariposa
Blue Heron Restaurant,2,4.4,Coarsegold
La Cabana,1,4.8,North Fork
Burger King,1,3.5,Oakhurst
Carl's Jr.,1,3.7,Oakhurst
Sierra Restaurant,-1,3.3,Fish Camp
Chevron,-1,4.9,Coarsegold
Oakhurst Grill,-1,4.1,Oakhurst
Pop's Family Restaurant,-1,4.2,Oakhurst
E-Z Mart,1,4.7,Oakhurst
Jackalope's Bar and Grill,-1,3.7,Fish Camp
Pizza Factory,2,4.1,Oakhurst
Papa Murphy's Take 'N' Bake Pizza,1,4.8,Oakhurst
Shell,2,-1,Bass Lake
Bass Lake Boat Rentals Marina Burger,-1,4.5,Bass Lake
Pizza Factory,2,4.1,Mariposa
1850 Restaurant and Brewery,2,4.4,Mariposa
The Plaza Suites,-1,4.3,Santa Clara
Dinah's Garden Hotel,-1,4.4,Palo Alto
Pleasanton Marriott,-1,4.2,Pleasanton
Donato Enoteca,3,4.3,Redwood City
Jollibee,1,4.1,Milpitas
San Pedro Square Market Bar,2,4.5,San Jose
Westfield Oakridge,-1,4.2,San Jose
Mua Oakland,2,4.4,Oakland
Westfield Valley Fair,-1,4.3,Santa Clara
Athena Grill & Catering,2,4.4,Santa Clara
Sweet Tomatoes- San Jose,1,4.1,San Jose
Restaurant Soleil,2,3.3,Palo Alto
LB Steak,3,4,San Jose
Fleming's Prime Steakhouse,4,4,Palo Alto
Tamarine Restaurant & Gallery,3,4.4,Palo Alto
Fire|Vine Grill & Bar & Windows On The Bay,-1,3.8,Burlingame
Coconuts,2,4.3,Palo Alto
Jamba Juice,1,3.4,San Jose
Mc Cormick & Schmick's Seafood & Steaks,3,3.8,San Jose
Yard House,2,4.2,San Jose
Orenchi Ramen,2,4.4,Santa Clara
Subway,1,3.6,Sunnyvale
In-N-Out Burger,1,4.4,Mountain View
In-N-Out Burger,1,4.4,Oakland
Birk's,3,4.4,Santa Clara
Il Fornaio,-1,4,Palo Alto
Il Fornaio,-1,4.1,Burlingame
Gordon Biersch Brewery Restaurant,2,3.7,San Jose
The Village Pub,4,4.6,Woodside
Spencer's for Steaks and Chops,3,3.8,San Jose
Benihana,2,4,Cupertino
IHOP,1,4.2,San Jose
Spring Valley Golf Course,-1,4.2,Milpitas
Olive Garden Italian Restaurant,2,3.9,San Jose
Texas Roadhouse,2,4.3,Union City
Kincaid's Burlingame,3,4.2,Burlingame
The Restaurant | Wente Vineyards,3,4.5,Livermore
Il Fornaio San Jose,-1,4.1,San Jose
Jang Su Jang,2,4.3,Santa Clara
Alexander's Steakhouse,4,4.5,Cupertino
BJ's Restaurant & Brewhouse,2,4,Cupertino
Pointe Cafe,-1,4.1,South San Francisco
Chick-fil-A,1,4.5,Sunnyvale
The Boiling Crab,2,4.5,San Jose
SUBWAY®Restaurants,1,3.6,Sunnyvale
Patxi's Pizza Campbell,2,4.1,Campbell
Straits Restaurant,2,3.5,San Jose
Maggiano's Little Italy,2,4,San Jose
So Gong Dong Tofu House,2,4.3,Palo Alto
Left Bank French Brasseries,3,3.8,San Jose
Henry's World Famous Hi-Life,2,4.5,San Jose
Hooters,2,3.8,Dublin
On the Border,2,3.8,Milpitas
La Bodeguita Del Medio,2,4.4,Palo Alto
Le Boulanger,-1,3.9,Cupertino
Yoshi's Oakland,2,4.5,Oakland
In-N-Out Burger,1,4.4,Mountain View
In-N-Out Burger,1,4.5,San Jose
Sweet Tomatoes,1,4,Sunnyvale
Outback Steakhouse,2,3.7,Milpitas
Horne's,1,4.1,Port Royal
The Inn at Montross,-1,4.7,Montross
Hobbs Hole Golf Course,-1,4.6,Tappahannock
SUBWAY®Restaurants,1,2.4,Bowling Green
SUBWAY®Restaurants,1,3,Tappahannock
SUBWAY,1,2.8,Warsaw
SUBWAY®Restaurants,1,3.4,Montross
SUBWAY®Restaurants,1,3.1,Mechanicsville
Bella Pizza & Italian Restaurant,2,4.3,Tappahannock
SUBWAY®Restaurants,1,4,King William
SUBWAY®Restaurants,1,4.2,King George
Sheetz,1,3,King George
Lowery's Seafood Restaurant,2,4.1,Tappahannock
Calabash Seafood,2,3.8,Mechanicsville
SUBWAY®Restaurants,1,2.7,Ruther Glen
Five Guys,2,4.3,King George
SUBWAY®Restaurants,1,4,Ruther Glen
SUBWAY,1,3.9,King George
Iron Horse Restaurant,2,4.3,Ashland
Papa John's Pizza,1,4,Leonardtown
Domino's Pizza,1,4,Colonial Beach
SUBWAY®Restaurants,1,3.7,Heathsville
Roma's Italian Restaurant & Pizza,-1,4,Bowling Green
Awful Arthur's Seafood Raw Bar & Restaurant,2,3.6,Mechanicsville
Kings Pizza & Italian Restaurant,-1,4.4,King George
Shoney's Tappahannock,1,3.8,Tappahannock
Vinny's Italian Grill & Pizzeria,-1,4.1,Aylett
Cracker Barrel Old Country Store,2,4.3,Ashland
Pizza Bono,1,4.5,King George
Pizza Hut,1,3.8,Bowling Green
Little Caesars Pizza,1,3.3,Mechanicsville
SUBWAY®Restaurants,1,4.3,Mechanicsville
Nino's Pizza Inc,-1,4.1,Callao
Pizza Hut,1,3.9,Leonardtown
Burger King,1,3.9,Tappahannock
SUBWAY®Restaurants,1,3.8,Leonardtown
SUBWAY®Restaurants,1,4.6,Ashland
Coles Point Marina and RV Resort,-1,4.5,Hague
Flying J Travel Center,-1,4,Ruther Glen
TGI Fridays,2,3.7,Mechanicsville
Captain John’s Crab House,2,4.1,Newburg
Arby's,1,3.8,Ruther Glen
Ginger Red Asian Bistro,2,4.5,Mechanicsville
SUBWAY®Restaurants,1,3.4,West Point
Wendy's,1,3.4,Tappahannock
Roma Ristorante Italiano,2,4.1,Tappahannock
Burger King,1,2.5,Doswell
Riverbound Cafe,2,4.3,Mechanicsville
Panda Express,1,3.2,Doswell
Domino's Pizza,1,4.3,King George
Dockside Restaurant & Tiki Bar,2,4.3,Colonial Beach
SUBWAY®Restaurants,1,4.4,Ashland
Sports Page Bar & Grill,2,4.3,Mechanicsville
Giovanni's Pizza,2,4.6,Mechanicsville
Domino's Pizza,1,4.2,Tappahannock
High Tides on the Potomac,2,4,Colonial Beach
Lancaster Tavern B & B Restaurant,-1,4.6,Lancaster
Fitzie's Marina & Pub,2,4.2,Leonardtown
China Garden Restaurant,1,4,King George
Zheng | Chinese Restaurant,2,3.8,Mechanicsville
The Greenbrier,-1,4.6,White Sulphur Springs
SUBWAY®Restaurants,1,4,White Sulphur Springs
Magnuson Hotel - Mountain View,-1,3,Covington
Ruby Tuesday,2,4,Lewisburg
SUBWAY®Restaurants,1,4,Lewisburg
Historic General Lewis Inn,-1,4.4,Lewisburg
Swinging Bridge,2,4.6,Paint Bank
SUBWAY®Restaurants,1,4,Marlinton
SUBWAY®Restaurants,1,4.4,Ronceverte
SUBWAY®Restaurants,1,4.4,Alderson
SUBWAY®Restaurants,1,4.1,Covington
Stardust Cafe,-1,4.4,Lewisburg
Papa John's Pizza,1,3.6,Lewisburg
Pizza Hut,1,4,Rainelle
Food & Friends,2,4.4,Lewisburg
Irish Pub On Washington St,2,4.3,Lewisburg
The Wild Bean,2,4.6,Lewisburg
Pizza Hut,1,3.6,Ronceverte
Mc Donald's,1,3.3,White Sulphur Springs
Burger King,1,3.1,Covington
50 East Restaurant & Tavern,2,4.3,White Sulphur Springs
April's Pizzeria,-1,4.5,White Sulphur Springs
Burger King,1,3.3,Lewisburg
China Palace Restaurant,2,3.7,Lewisburg
Bob Evans,1,3.7,Lewisburg
Greenbrier Grille and Lodge,-1,4.1,Marlinton
The Livery Tavern,2,4.5,Lewisburg
Hardee's Red Burrito,1,3.3,Lewisburg
Bellacino's Pizza & Grinders,2,4.3,Lewisburg
Gino's Pizza & Spaghetti House,-1,4.3,Craigsville
Godfather's Pizza,2,5,White Sulphur Springs
Hardee's,1,3.6,Rainelle
Wendy's,1,3.9,Covington
Spare Time Sports Bar & Griile,-1,3.9,Lewisburg
Mc Donald's,1,3.2,Ronceverte
Taco Bell,1,3.8,Lewisburg
Arby's,1,4,Lewisburg
Blackwell's Catering LLC,-1,4.2,Lewisburg
Wendy's,1,3.9,Ronceverte
Pizza Hut,1,3.1,Covington
Hardee's,1,3.8,Covington
Dairy Queen Grill & Chill,1,4.2,Lewisburg
Cucci's Pizzeria,2,4.6,Covington
Carlito's Mexican Restaurant,-1,4.3,Lewisburg
Godfather's Pizza,2,3,Lewisburg
Long John Silver's,1,3.8,Lewisburg
Mc Donald's,1,3.4,Rainelle
Route 60 American Grilll & Bar,-1,4.4,White Sulphur Springs
Hardee's / Red Burrito,1,3.6,White Sulphur Springs
Locust Hill Inn, Cabin and Pub,-1,4,Marlinton
Michael's New York Style Pizza,2,4.3,Covington
The Pretty Penny,-1,4.8,Marlinton
Arby's,1,3.9,Covington
Greenbrier Valley Brewing Company,-1,5,Maxwelton
Tudor's Biscuit World,1,4.2,Lewisburg
Shoney's Lewisburg,1,4,Lewisburg
Applebee’s Grill + Bar,2,3.8,Lewisburg
Hill and Holler Pizza,-1,4.6,Lewisburg
Erica's kitchen,-1,-1,Lewisburg
Del Sol,-1,4.1,Lewisburg
SUBWAY®Restaurants,1,4,Irvine
Sir Pizza of Kentucky,-1,3.6,Winchester
South Fork Twin Arches,-1,-1,Stanton
SUBWAY®Restaurants,1,2.7,Clay City
SUBWAY® Restaurants,1,4.1,Mount Sterling
SUBWAY®Restaurants,1,2,Campton
Subway,1,3.4,Winchester
SUBWAY®Restaurants,1,5,Morehead
SUBWAY®Restaurants,1,4,Owingsville
SUBWAY®Restaurants,1,4.2,Frenchburg
SUBWAY®Restaurants,1,3.8,Morehead
Pilot Travel Center,-1,4.1,Mount Sterling
Golden Corral,2,4.2,Winchester
Domino's Pizza,1,3.9,Winchester
Gatti's Pizza,1,4.2,Morehead
SUBWAY®Restaurants,1,3.4,Carlisle
Woody's Sports Bar & Grill,1,4.1,Winchester
Giovanni's Pizza,1,4.1,Mount Sterling
Wendy's,1,4.4,Morehead
Papa John's Pizza,1,3.2,Winchester
Dairy Queen,1,3.6,Winchester
Lee's Famous Recipe Chicken,1,4.6,Mount Sterling
Pizza Hut,1,3.6,Irvine
Mac's,-1,-1,Mount Sterling
Dairy Queen Grill & Chill,1,3.6,Clay City
Papa John's Pizza,1,4.1,Mount Sterling
SUBWAY®Restaurants,1,4,Paris
Hall's On The River,2,4.1,Winchester
Papa John's Pizza,1,4,Morehead
Applebee’s Grill + Bar,2,3.6,Winchester
Papa John's Pizza,1,4.6,Stanton
Cracker Barrel Old Country Store,2,4.1,Mount Sterling
Little Caesars Pizza,1,3.9,Paris
Lee's Famous Recipe Chicken,1,3.8,Morehead
SUBWAY®Restaurants,1,4.2,Richmond
Waterfront Grille and Gathering,-1,4.2,Winchester
Domino's Pizza,1,4.4,Morehead
Taco Bell,1,3.6,Winchester
Little Caesars,1,3.8,West Liberty
SUBWAY®Restaurants,1,4.6,Paris
Frisch's Big Boy,1,3.8,Winchester
Waffle House,1,4.2,Mount Sterling
Cracker Barrel Old Country Store,2,4.4,Morehead
Pizza Hut,1,3,Winchester
Red Lobster,2,4.1,Richmond
SUBWAY®Restaurants,1,3.2,Richmond
Pizza Hut,1,3.3,Mount Sterling
Buffalo Wild Wings,2,4.1,Morehead
Waffle House,1,3.9,Winchester
Red River Rockhouse,2,4.7,Campton
Pizza Hut,1,3.2,Morehead
Michael's,2,4.5,Ravenna
Pasquales Pizza & Pasta,-1,4.6,Morehead
Mc Donald's,1,3.6,Mount Sterling
Snug Hollow Farm Bed and Breakfast,-1,5,Irvine
Mc Donald's,1,3.3,Irvine
Maddie's Cafe On Main,-1,4.8,Winchester
Masala Fine Indian Cuisine,2,4.5,Richmond
Shell,2,4.1,Richmond
Mc Donald's,1,3.4,Stanton
Wallace Station Deli and Bakery,2,4.6,Versailles
Shaker Village of Pleasant Hill,-1,4.5,Harrodsburg
Holly Hill Inn,3,4.7,Midway
QDOBA Mexican Eats,1,4.1,Lexington
Jimmy John's,1,3.1,Lexington
The Glitz- Irish Acres Gallery of Antiques,-1,4.5,Versailles
Happy China,1,3.9,Lexington
Logan's Roadhouse,2,3.6,Lexington
Pazzo's Pizza Pub,2,4,Lexington
Saul Good,2,4.3,Lexington
Rick's White Light Diner,2,4.4,Frankfort
Cheddar's Scratch Kitchen,2,4.2,Lexington
Buffalo Wild Wings,2,4.1,Lexington
QDOBA Mexican Eats,1,3.9,Frankfort
Little Caesars Pizza,1,4,Lexington
Ramsey's Andover Country Store,-1,4.5,Lexington
Heirloom Restaurant,2,4.7,Midway
Malone's Hamburg,3,4.6,Lexington
Harry's American Bar & Grill,-1,4.2,Lexington
First Watch - South Broadway,2,4.5,Lexington
Panera Bread,2,4.2,Lexington
Angie's,-1,3.7,Lexington
Cracker Barrel Old Country Store,2,4.3,Lexington
Carrabba's Italian Grill,2,4.3,Lexington
Masala Indian Cuisine,2,4.5,Lexington
The Chop House,2,4.4,Lexington
Roosters,-1,4.4,Lexington
SUBWAY®Restaurants,1,4,Lexington
Oasis Mediterranean Restaurant,2,4.6,Lexington
Chipotle Mexican Grill,1,4.1,Lexington
Golden Corral,2,3.9,Lexington
Smashing Tomato | Pizza, Salad and more,-1,4.6,Lexington
Well Fed Inc,-1,-1,Lexington
QDOBA Mexican Eats,1,4,Lexington
Dad's Favorites Deli,-1,4.8,Lexington
Claudia Sanders Dinner House,2,4,Shelbyville
Goodfellas Pizzeria,1,4.6,Lexington
AZUR restaurant and patio,3,4.2,Lexington
Blue Fire Bar & Grill,-1,3.5,Lexington
Connemara Golf Course,-1,4.1,Nicholasville
Texas Roadhouse,2,4.4,Lexington
Little Caesars Pizza,1,3.5,Lexington
Stella's Kentucky Deli,1,4.5,Lexington
Cosi,1,4.2,Lexington
Domino's Pizza,1,4.4,Lexington
Panda Cuisine,2,4.3,Lexington
Gold Star Chili,1,4.4,Lexington
Little Caesars Pizza,1,4,Lexington
Papa John's Pizza,1,3.5,Frankfort
Kid of Lexington,-1,-1,Lexington
O'Charley’s Restaurant & Bar,2,4,Lexington
Chipotle Mexican Grill,1,4.3,Lexington
QDOBA Mexican Eats,1,4.1,Lexington
Malone's Palomar,3,4.3,Lexington
Winchell's Restaurant & Bar,2,4.5,Lexington
The Cellar Bar & Grill,2,4.2,Lexington
Outback Steakhouse,2,4,Lexington
Red Lobster,2,4.3,Lexington
Beaumont Inn,-1,4.5,Harrodsburg
Little Caesars Pizza,1,3.7,Frankfort
TGI Fridays,2,3.4,Evansville
Texas Roadhouse,2,4.3,Evansville
Eastland Mall,-1,4.1,Evansville
Moonlite Bar-B-Q Inn,2,4.4,Owensboro
Logan's Roadhouse,2,3.8,Evansville
SUBWAY®Restaurants,1,3.8,Owensboro
Madeleine's Fusion Restaurant,2,4.6,Evansville
Great American Grill,-1,1,Evansville
SUBWAY®Restaurants,1,3.2,Newburgh
SUBWAY®Restaurants,1,5,Henderson
Angelo's,2,4.3,Evansville
Bonefish Grill,2,4.5,Evansville
SUBWAY®Restaurants,1,4.1,Boonville
Little Caesars Pizza,1,4,Henderson
SUBWAY®Restaurants,1,3.9,Henderson
Moe's Southwest Grill,1,3.9,Evansville
SUBWAY®Restaurants,1,4,Fort Branch
Old Chicago Pizza and Taproom,2,4.2,Evansville
St Nick's Restaurant,2,2.8,Santa Claus
Cork 'n Cleaver,2,4.5,Evansville
Turoni's Pizzery & Brewery,2,4.6,Evansville
Papa John's Pizza,1,3.9,Owensboro
SUBWAY®Restaurants,1,4.2,Evansville
SUBWAY®Restaurants,1,4.1,Evansville
Hooters,2,3.6,Evansville
Bar Louie,2,4.1,Evansville
SUBWAY®Restaurants,1,3.9,Owensboro
Papa John's Pizza,1,3.9,Newburgh
SUBWAY®Restaurants,1,3.9,Evansville
SUBWAY®Restaurants,1,4,Evansville
Little Caesars Pizza,1,3.6,Owensboro
Cracker Barrel Old Country Store,2,4.3,Henderson
SUBWAY®Restaurants,1,4,Owensboro
SUBWAY®Restaurants,1,3.5,Evansville
SUBWAY®Restaurants,1,4,Evansville
SUBWAY®Restaurants,1,4.3,Newburgh
SUBWAY®Restaurants,1,3.9,Evansville
Burger King,1,3.8,Owensboro
TGI Fridays,2,4.1,Owensboro
Briarpatch Restaurants,2,4.3,Owensboro
Shoney's Henderson,1,4.1,Henderson
Thai Papaya Cuisine Inc,2,4.6,Evansville
SUBWAY®Restaurants,1,3.8,Evansville
SUBWAY®Restaurants,1,4.1,Evansville
SUBWAY®Restaurants,1,3.7,Evansville
SUBWAY®Restaurants,1,3.5,Santa Claus
SUBWAY®Restaurants,1,3.5,Rockport
SUBWAY®Restaurants,1,3.4,Evansville
Steak 'n Shake,1,3.3,Evansville
SUBWAY®Restaurants,1,4.1,Henderson
Jimmy John's,1,3.6,Evansville
SUBWAY®Restaurants,1,3.8,Evansville
SUBWAY®Restaurants,1,3.9,Evansville
The Miller House,-1,4.5,Owensboro
Biaggi's Ristorante Italiano,2,4.4,Evansville
SUBWAY®Restaurants,1,4.2,Henderson
54 Pizza Express,-1,4.5,Owensboro
SUBWAY®Restaurants,1,2.9,Haubstadt
SUBWAY®Restaurants,1,3.8,Evansville
Tin Fish,2,4.6,Newburgh
Little Caesars Pizza,1,4.1,Harrisburg
SUBWAY®Restaurants,1,4.5,Mc Leansboro
SUBWAY®Restaurants,1,4.1,Carmi
SUBWAY®Restaurants,1,4.1,Eldorado
New Harmony Inn Resort & Conference Center,-1,4.5,New Harmony
SUBWAY®Restaurants,1,4.4,Harrisburg
Bar-B-Q Barn,2,4.3,Harrisburg
SUBWAY®Restaurants,1,4,Mount Vernon
SUBWAY®Restaurants,1,3.5,Grayville
SUBWAY®Restaurants,1,4.4,Fairfield
Double M Campground,-1,5,Junction
Domino's Pizza,1,4.3,Harrisburg
Red Geranium Restaurant,-1,4,New Harmony
Casey's General Store,1,4,Harrisburg
Yellow Tavern,2,4.5,New Harmony
Trail End Restaurant,-1,4.4,Junction
Pizza Hut,1,3.8,Mount Vernon
Taco Bell,1,3.7,Harrisburg
Morellos Restaurant & Catering,2,4.2,Harrisburg
Mackie's Pizza,2,4.4,Harrisburg
Pizza Hut,1,3.9,Harrisburg
Hardee's,1,4.3,Harrisburg
Tequilas Mexican Restaurant,2,3.8,Harrisburg
Burger King,1,4.1,Harrisburg
Johnson Southern Style Bar-B-Q,-1,4.8,Harrisburg
Huck's Convenience Store,-1,4.2,Mc Leansboro
KFC,1,4.1,Harrisburg
Hardee's,1,3.6,Eldorado
Mimmo's Italian Restaurant,2,4.6,Mc Leansboro
Mc Donald's,1,3.6,Harrisburg
Arby's,1,4.3,Harrisburg
Tequilas Mexican Restaurant,2,4,Carmi
Pizza Hut,1,3.9,Carmi
Mc Donald's,1,3.7,Eldorado
Mc Donald's,1,3.3,Carmi
Casey's General Store,1,4.8,Eldorado
Mimmo's Pizza Eldorado,2,4.6,Eldorado
Sonic Drive-In,1,4.1,Harrisburg
Casey's General Store,1,4.8,Carmi
Long John Silver's,1,3.9,Harrisburg
Mimmo's Italian Restaurant,-1,4.3,Norris City
Devil's Breath Chili Co,-1,4.5,Broughton
Mc Donald's,1,3.5,Mc Leansboro
SUBWAY®Restaurants,1,4.2,Harrisburg
Huck's Convenience Store,-1,5,Eldorado
Don Luna,1,4.7,Harrisburg
Godfather's Pizza,2,4.5,Mc Leansboro
DAIRY QUEEN LTD BRAZIER,1,4.5,Harrisburg
Ponderosa Steakhouse,2,3.8,Harrisburg
Huck's Convenience Store,-1,4.4,Carmi
steam café,1,4.8,Harrisburg
Wing Street,-1,5,Harrisburg
Dairy Queen Grill & Chill,1,4,Mc Leansboro
Gottzz's,1,4.4,Carmi
Hawg N Sauce,2,4.6,Mount Vernon
Godfather's Pizza,2,4.5,Carmi
New China Buffet,2,4.1,Carmi
The Taco Factory,1,4.1,Carmi
Tailgater's Bar and Grille,-1,4.2,Eldorado
Dairy Queen Grill & Chill,1,3.8,Carmi
Crown Valley Winery,-1,3.6,Ste.Genevieve
Little Caesars Pizza,1,3.9,Farmington
Papa John's Pizza,1,3.9,Festus
BP,-1,4.2,Potosi
Ruby Tuesday,2,3.9,Festus
Little Caesars Pizza,1,4.4,Desloge
Subway,1,4.4,Potosi
SUBWAY®Restaurants,1,4,Park Hills
SUBWAY®Restaurants,1,4.1,Farmington
SUBWAY®Restaurants,1,3.8,Bonne Terre
SUBWAY®Restaurants,1,4.4,Hillsboro
SUBWAY®Restaurants,1,4.2,De Soto
Ryan's,1,4,Farmington
The Blue Owl Restaurant & Bakery,2,4.3,Kimmswick
Mc Donald's,1,3.6,Hillsboro
SUBWAY®Restaurants,1,4,Crystal City
Chaumette Vineyards & Winery,-1,4.3,Ste.Genevieve
SUBWAY®Restaurants,1,3.7,Pevely
Spokes Pub & Grill,2,4,Farmington
SUBWAY®Restaurants,1,4.2,Pilot Knob
The Pasta House Co,2,4.1,Farmington
Taco Bell,1,4,Farmington
Domino's Pizza,1,3.5,Festus
Jimmy John's,1,4,Festus
Weingarten Vineyard,-1,3.7,Ste.Genevieve
Imo's Pizza,2,3.6,Hillsboro
Fazoli's,1,4,Festus
Pogolino's Pizza and More,2,4.6,Festus
Mc Donald's,1,3.4,Farmington
China King,2,3.8,De Soto
Homestead Restaurant,1,4.5,Bonne Terre
KFC,1,4,Farmington
SUBWAY®Restaurants,1,4.2,Festus
Cicis,1,4,Farmington
Mc Donald's,1,3.3,De Soto
Arby's,1,4.1,Festus
Crown Valley Brewing and Distilling,-1,3.8,Ste.Genevieve
Long John Silver's,1,3.9,Farmington
Taytro's,2,4.6,Festus
Cracker Barrel Old Country Store,2,4.3,Herculaneum
Thai Rama,2,4.7,Crystal City
Waffle House,1,4.1,Festus
SUBWAY,1,4.1,Imperial
Trattoria Giuseppe,2,4.6,Imperial
China Buffet,2,4,Festus
White Castle,1,4,Festus
Pizza Hut,1,3.5,Crystal City
12 West Bar & Grill,2,4.4,Farmington
Cedar Hill Dar-E-Kreme LLC.,-1,4.7,Cedar Hill
Bob Evans Restaurant,1,3.9,Festus
Buffalo Wild Wings,2,4.1,Farmington
Domino's Pizza,1,4.6,Potosi
Casey's General Store,1,4.1,Crystal City
Midway Bar & Grill LLC,2,4.2,Ste.Genevieve
Pogolinos Desoto,2,4.5,De Soto
Domino's Pizza,1,4.4,Pevely
Mc Donald's,1,3.6,Festus
Hardee's,1,3.7,Bonne Terre
Petit Paree Restaurant & Lounge,2,4.3,Festus
Imo's Pizza,2,4.1,Desloge
Matt's Steakhouse,3,4.4,Rolla
Little Caesars Pizza,1,4.3,Rolla
Cracker Barrel Old Country Store,2,4.2,Saint Robert
Z Loft Extended Stay Hotel,2,4.1,Saint Robert
SUBWAY®Restaurants,1,3.9,Rolla
SUBWAY®Restaurants,1,4.2,Rolla
SUBWAY®Restaurants,1,3.3,Rolla
Ruby Tuesday,2,3.9,Saint Robert
Steak 'n Shake,1,4.1,Rolla
Pizza Inn,1,4.2,Salem
Buffalo Wild Wings,2,2.7,Saint Robert
Panera Bread,2,3.7,Rolla
SUBWAY®Restaurants,1,3.7,Saint James
SUBWAY®Restaurants,1,3.9,Cuba
SUBWAY®Restaurants,1,4.2,Saint Robert
SUBWAY®Restaurants,1,3.9,Saint Robert
SUBWAY®,1,4.2,Steelville
SUBWAY®Restaurants,1,4,Belle
A Slice of Pie,-1,4.7,Rolla
Colton's Steak House & Grill,2,4.1,Rolla
Domino's Pizza,1,4.3,Rolla
Sonic Drive-In,1,3.9,Saint Robert
Domino's Pizza,1,3.5,Saint Robert
Lee's Famous Recipe Chicken,1,4.4,Rolla
La Familia Mexican Restaurant,2,4.3,Saint Robert
Route 66 Diner,-1,4,Saint Robert
SUBWAY®Restaurants,1,4.3,Salem
Cookin' From Scratch,1,4.4,Newburg
Sybill's Saint James,2,4.8,Saint James
Star Restaurant,-1,3.7,Saint Robert
Pizza Hut,1,3.3,Fort Leonard Wood
Alex's Pizza Palace,2,4.4,Rolla
Kyoto Japanese Restaurant,2,4.1,Rolla
Pizza Hut,1,3.7,Rolla
Papa John's Pizza,1,2.4,Saint Robert
Chicken Bones Party Bar & Grill,-1,4.2,Saint Robert
Papa Murphy's Take 'N' Bake Pizza,1,4.1,Saint Robert
Jimmy John's,1,4.1,Rolla
Huddle House,1,4.1,Cuba
Maid-Rite,1,4.2,Rolla
Benton Square Restaurant & Lounge,-1,4.2,Rolla
Mc Donald's,1,3.7,Rolla
Missouri Hick Barbeque,2,4.3,Cuba
Great Wall Chinese Restaurant,1,3.1,Rolla
Lucky House Restaurant,1,4.1,Rolla
Waffle House,1,4.4,Rolla
Casey's General Store,1,2.8,Salem
Panera Bread,2,3.8,Saint Robert
Mc Donald's,1,3.5,Saint Robert
On the Run - Steelville,-1,3.8,Steelville
Imo's Pizza,2,4.3,Rolla
Burger King,1,3.6,Rolla
Aussie Jack's,2,3.3,Saint Robert
Pizza Hut,1,3.3,Saint Robert
Mc Donald's,1,3.5,Saint James
GW Pizza,1,4,Saint Robert
Domino's Pizza,1,4,Owensville
Frisco's Grill & Pub,2,4.3,Cuba
Wendy's,1,4.2,Rolla
Dairy Queen Grill & Chill,1,3.1,Saint Robert
SUBWAY®Restaurants,1,4.4,Fort Scott
SUBWAY®Restaurants,1,3.5,Iola
SUBWAY®Restaurants,1,4.1,Garnett
Pizza Hut,1,3.1,Chanute
SUBWAY®Restaurants,1,5,Chanute
SUBWAY®Restaurants,1,4.1,Chanute
Pizza Parlor LLC,-1,-1,Le Roy
Mc Donald's,1,3,Iola
Taco Bell,1,3.5,Iola
Dairy Queen Grill & Chill,1,3.8,Fort Scott
Sonic Drive-In,1,3.8,Fort Scott
Silverado's,-1,4.4,Piqua
Pizza Hut,1,3.5,Iola
Casey's General Store,1,4,Iola
A&W All American Food,1,4.5,Iola
Sonic Drive-In,1,3.8,Iola
Pizza Hut,1,3.7,Garnett
Dairy Queen,1,3.5,Garnett
Sonic Drive-In,1,3.9,Garnett
Bolling Meat Market and Deli,-1,4.8,Iola
Casey's General Store,1,3.2,Chanute
Casey's General Store,1,4.1,Garnett
Simple Simon's Pizza - Moran, KS,1,5,Moran
Around the Corner Coffee and Eatery,-1,4.9,Iola
